번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명,sum
2056,영화상영관,03_13_02_P,3400000,CDFF4220002017000015,2017-12-20,,1,영업/정상,13,영업중,,,,,051-714-2760,,,부산광역시 기장군 정관읍 매학리 717-6,부산광역시 기장군 정관읍 정관중앙로 45,46015,CGV 정관 3관,2023/04/18 10:03,U,2023/04/20 2:40,,398024.2448,204621.6557,영화상영관,,0,,,0,13,5,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20171220,,1
2057,영화상영관,03_13_02_P,3400000,CDFF4220002017000012,2017-12-20,,1,영업/정상,13,영업중,,,,,051-714-2760,,,부산광역시 기장군 정관읍 매학리 717-6,부산광역시 기장군 정관읍 정관중앙로 45,46015,CGV 정관 7관,2023/04/18 10:03,U,2023/04/20 2:40,,398024.2448,204621.6557,영화상영관,,0,,,0,13,5,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20171220,,1
2058,영화상영관,03_13_02_P,3400000,CDFF4220002017000013,2017-12-20,,1,영업/정상,13,영업중,,,,,051-714-2760,,,부산광역시 기장군 정관읍 매학리 717-6번지,부산광역시 기장군 정관읍 정관중앙로 45,46015,CGV 정관 8관,2020/01/14 13:11,U,2020/01/16 2:40,,398024.2448,204621.6557,영화상영관,,,,,,13,58,,,,,,,,,,,,,,,,,,,,영화관,,20171220,,1
2059,영화상영관,03_13_02_P,3400000,CDFF4220002017000014,2017-12-20,,1,영업/정상,13,영업중,,,,,051-714-2760,,,부산광역시 기장군 정관읍 매학리 717-6,부산광역시 기장군 정관읍 정관중앙로 45,46015,CGV 정관 9관,2023/04/18 10:03,U,2023/04/20 2:40,,398024.2448,204621.6557,영화상영관,,0,,,0,13,5,,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20171220,,1
2060,영화상영관,03_13_02_P,3560000,CDFF4220002015000001,2015-09-16,,1,영업/정상,13,영업중,,,,,032-565-5660,,,인천광역시 서구 당하동 1098-5번지 홀리랜드,"인천광역시 서구 서곶로 788, 홀리랜드 4층 (당하동)",22677,메가박스 검단점 COMFORT 1관,2018/12/06 11:07,U,2018/12/08 2:40,,171261.4184,454010.5166,영화상영관,,,학교정화(상대),,,5,1,,,,,,,,,,,,,,,,,,,,영화관,,20150916,,1
2061,영화상영관,03_13_02_P,3560000,CDFF4220002015000002,2015-09-16,,1,영업/정상,13,영업중,,,,,032-565-5660,,,인천광역시 서구 당하동 1098-5번지 홀리랜드,"인천광역시 서구 서곶로 788, 홀리랜드 4층 (당하동)",22677,메가박스 검단점 2관,2019/02/27 16:41,U,2019/03/01 2:40,,171261.4184,454010.5166,영화상영관,,,학교정화(상대),,,5,1,,,,,,,,,,,,,,,,,,,,영화관,,20150916,,1
2062,영화상영관,03_13_02_P,3560000,CDFF4220002015000003,2015-09-16,,1,영업/정상,13,영업중,,,,,032-565-5660,,,인천광역시 서구 당하동 1098-5번지 홀리랜드,"인천광역시 서구 서곶로 788, 홀리랜드 4층 (당하동)",22677,메가박스 검단점 3관,2018/12/06 11:23,U,2018/12/08 2:40,,171261.4184,454010.5166,영화상영관,,,학교정화(상대),,,5,1,,,,,,,,,,,,,,,,,,,,영화관,,20150916,,1
2063,영화상영관,03_13_02_P,3560000,CDFF4220002015000004,2015-09-16,,1,영업/정상,13,영업중,,,,,032-565-5660,,,인천광역시 서구 당하동 1098-5번지 홀리랜드,"인천광역시 서구 서곶로 788, 홀리랜드 4층 (당하동)",22677,메가박스 검단점 4관,2019/02/27 16:43,U,2019/03/01 2:40,,171261.4184,454010.5166,영화상영관,,,학교정화(상대),,,5,1,,,,,,,,,,,,,,,,,,,,영화관,,20150916,,1
2064,영화상영관,03_13_02_P,3560000,CDFF4220002015000005,2015-09-16,,1,영업/정상,13,영업중,,,,,032-565-5660,,,인천광역시 서구 당하동 1098-5번지 홀리랜드,"인천광역시 서구 서곶로 788, 홀리랜드 4층 (당하동)",22677,메가박스 검단점 5관,2018/12/06 11:30,U,2018/12/08 2:40,,171261.4184,454010.5166,영화상영관,,,학교정화(상대),,,5,1,,,,,,,,,,,,,,,,,,,,영화관,,20150916,,1
2065,영화상영관,03_13_02_P,3510500,CDFF4220002005000001,2005-03-07,,1,영업/정상,13,영업중,,,,,234-8801,,,인천광역시 미추홀구 주안동 30-1번지 카라아울렛 7층,"인천광역시 미추홀구 염창로 58, 7층 (주안동, 카라아울렛)",22128,CGV주안역 1관,2020/05/29 19:20,U,2020/05/31 2:40,,171655.8502,440422.7007,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20050307,,1
2066,영화상영관,03_13_02_P,3510500,CDFF4220002005000002,2005-03-07,,1,영업/정상,13,영업중,,,,,234-8801,,,인천광역시 미추홀구 주안동 30-1번지 카라아울렛 7층,"인천광역시 미추홀구 염창로 58, 7층 (주안동, 카라아울렛)",22128,CGV주안역 2관,2020/05/29 20:24,U,2020/05/31 2:40,,171655.8502,440422.7007,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20050307,,1
2067,영화상영관,03_13_02_P,3510500,CDFF4220002003000005,2003-12-05,,1,영업/정상,13,영업중,,,,,425-0100,,,인천광역시 미추홀구 주안동 166-1 메인프라자 8층,"인천광역시 미추홀구 미추홀대로 716, 8층 (주안동, 메인프라자)",22135,영화공간 주안3관,2021/12/17 11:11,U,2021/12/19 2:40,,171673.903,439949.6655,영화상영관,영화상영관,9,유흥업소밀집지역,,0,7,2,근린생활시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20031205,상업지역,1
2068,영화상영관,03_13_02_P,3510500,CDFF4220002003000007,2003-12-05,,1,영업/정상,13,영업중,,,,,427-6777,,,인천광역시 미추홀구 주안동 166-1 메인프라자 8층,"인천광역시 미추홀구 미추홀대로 716, 8층 (주안동, 메인프라자)",22135,영화공간 주안1관,2021/12/17 10:41,U,2021/12/19 2:40,,171673.903,439949.6655,영화상영관,영화상영관,9,유흥업소밀집지역,,,7,2,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20031205,상업지역,1
2069,영화상영관,03_13_02_P,3510500,CDFF4220002003000008,2003-12-05,,1,영업/정상,13,영업중,,,,,425-0100,,,인천광역시 미추홀구 주안동 166-1 메인프라자8층,"인천광역시 미추홀구 미추홀대로 716, 8층 (주안동, 메인프라자)",22135,영화공간 주안4관,2021/12/17 11:16,U,2021/12/19 2:40,,171673.903,439949.6655,영화상영관,영화상영관,9,유흥업소밀집지역,,0,7,2,근린생활시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20031205,상업지역,1
2070,영화상영관,03_13_02_P,3510500,CDFF4220002003000009,2003-12-05,,1,영업/정상,13,영업중,,,,,427-6777,,,인천광역시 미추홀구 주안동 166-1 메인프라자 8층,"인천광역시 미추홀구 미추홀대로 716, 8층 (주안동, 메인프라자)",22135,영화공간 주안2관,2021/12/17 11:21,U,2021/12/19 2:40,,171673.903,439949.6655,영화상영관,영화상영관,9,유흥업소밀집지역,,0,7,2,근린생활시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20031205,상업지역,1
2071,영화상영관,03_13_02_P,3510500,CDFF4220002005000003,2005-03-07,,1,영업/정상,13,영업중,,,,,234-8801,,,인천광역시 미추홀구 주안동 30-1번지 카라아울렛 7층,"인천광역시 미추홀구 염창로 58, 7층 (주안동, 카라아울렛)",22128,CGV주안역 3관,2020/05/29 20:25,U,2020/05/31 2:40,,171655.8502,440422.7007,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20050307,,1
2072,영화상영관,03_13_02_P,3510500,CDFF4220002005000004,2005-03-07,,1,영업/정상,13,영업중,,,,,234-8801,,,인천광역시 미추홀구 주안동 30-1번지 카라아울렛 7층,"인천광역시 미추홀구 염창로 58, 7층 (주안동, 카라아울렛)",22128,CGV주안역 4관,2020/05/29 20:25,U,2020/05/31 2:40,,171655.8502,440422.7007,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20050307,,1
2073,영화상영관,03_13_02_P,3510500,CDFF4220002005000005,2005-03-07,,1,영업/정상,13,영업중,,,,,234-8801,,,인천광역시 미추홀구 주안동 30-1번지 카라아울렛 7층,"인천광역시 미추홀구 염창로 58, 7층 (주안동, 카라아울렛)",22128,CGV주안역 5관,2020/05/29 20:26,U,2020/05/31 2:40,,171655.8502,440422.7007,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20050307,,1
2074,영화상영관,03_13_02_P,3510500,CDFF4220002005000006,2005-03-07,,1,영업/정상,13,영업중,,,,,234-8801,,,인천광역시 미추홀구 주안동 30-1번지 카라아울렛 7층,"인천광역시 미추홀구 염창로 58, 7층 (주안동, 카라아울렛)",22128,CGV주안역 6관,2020/05/29 20:26,U,2020/05/31 2:40,,171655.8502,440422.7007,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20050307,,1
2075,영화상영관,03_13_02_P,3510500,CDFF4220002005000007,2005-03-07,,1,영업/정상,13,영업중,,,,,234-8801,,,인천광역시 미추홀구 주안동 30-1번지 카라아울렛 7층,"인천광역시 미추홀구 염창로 58, 7층 (주안동, 카라아울렛)",22128,CGV주안역 7관,2020/05/29 20:45,U,2020/05/31 2:40,,171655.8502,440422.7007,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20050307,,1
2076,영화상영관,03_13_02_P,3510500,CDFF4220002005000008,2005-03-07,,1,영업/정상,13,영업중,,,,,234-8801,,,인천광역시 미추홀구 주안동 30-1번지 카라아울렛 7층,"인천광역시 미추홀구 염창로 58, 7층 (주안동, 카라아울렛)",22128,CGV주안역 8관,2020/05/29 20:27,U,2020/05/31 2:40,,171655.8502,440422.7007,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20050307,,1
2077,영화상영관,03_13_02_P,3510500,CDFF4220002005000009,2005-03-07,,1,영업/정상,13,영업중,,,,,234-8801,,,인천광역시 미추홀구 주안동 30-1번지 카라아울렛 7층,"인천광역시 미추홀구 염창로 58, 7층 (주안동, 카라아울렛)",22128,CGV주안역 9관,2020/05/29 20:28,U,2020/05/31 2:40,,171655.8502,440422.7007,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20050307,,1
2078,영화상영관,03_13_02_P,3510500,CDFF4220002005000010,2005-09-05,,1,영업/정상,13,영업중,,,,,,,,인천광역시 미추홀구 관교동 15 지하1층,"인천광역시 미추홀구 연남로 35, 지하1층 (관교동)",22242,롯데시네마 인천터미널 1관,2021/12/13 13:44,U,2021/12/15 2:40,,173499.2673,437739.3214,영화상영관,영화상영관,,,,,,,,1,,,,,,,,,,,,,,,,,,영화관,,20050905,,1
2079,영화상영관,03_13_02_P,3510500,CDFF4220002005000011,2005-09-05,,1,영업/정상,13,영업중,,,,,,,,인천광역시 미추홀구 관교동 15 지하1층,"인천광역시 미추홀구 연남로 35, 지하1층 (관교동)",22242,롯데시네마 인천터미널2관,2021/12/13 13:44,U,2021/12/15 2:40,,173499.2673,437739.3214,영화상영관,영화상영관,,,,,,,,1,,,,,,,,,,,,,,,,,,영화관,,20050905,,1
2080,영화상영관,03_13_02_P,4740000,CDFF4220002014000001,2014-05-29,,1,영업/정상,13,영업중,,,,,070-4820-5700,,,전라북도 무주군 무주읍 당산리 1199-3,전라북도 무주군 무주읍 한풍루로 326-17,55514,제1관 반디관,2022/05/09 15:51,U,2022/05/11 2:40,,259656.6929,278226.1038,영화상영관,,2,,,0,2,2,문화시설,12.7,0,0,0,,,,,,,,,,,,0,,,영화관,,20140529,,1
2081,영화상영관,03_13_02_P,4740000,CDFF4220002014000002,2014-05-29,,1,영업/정상,13,영업중,,,,,070-4820-5700,,,전라북도 무주군 무주읍 당산리 1199-3,전라북도 무주군 무주읍 한풍루로 326-17,55514,제2관 태권관,2022/05/09 15:51,U,2022/05/11 2:40,,259656.6929,278226.1038,영화상영관,,0,,,0,2,2,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20140529,,1
2082,영화상영관,03_13_02_P,4690000,CDFF4220002014000001,2014-01-27,,1,영업/정상,13,영업중,,,,,063-535-9150,,,전라북도 정읍시 수성동 525-1,전라북도 정읍시 중앙1길 1 (수성동),56161,CGV 1관,2020/12/24 17:57,U,2020/12/26 2:40,,186288.5333,230026.0421,영화상영관,,6,,,,5,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20140127,일반상업지역,1
2083,영화상영관,03_13_02_P,5480000,CDFF4220002016000002,2016-07-01,,1,영업/정상,13,영업중,,,,,055-932-7053,,,경상남도 합천군 합천읍 합천리 512 합천시네마,"경상남도 합천군 합천읍 남정길 76, 합천시네마",50232,합천시네마 1관,2023/04/28 8:43,U,2023/04/30 2:40,,304875.2603,230377.7434,영화상영관,,2,주택가주변,,,2,0,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20160701,주거지역,1
2084,영화상영관,03_13_02_P,4690000,CDFF4220002014000002,2014-01-27,,1,영업/정상,13,영업중,,,,,063-535-9150,,,전라북도 정읍시 수성동 525-1,전라북도 정읍시 중앙1길 1 (수성동),56161,CGV 2관,2021/04/29 9:09,U,2021/05/01 2:40,,186288.5333,230026.0421,영화상영관,,6,,,,5,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20140127,일반상업지역,1
2085,영화상영관,03_13_02_P,4690000,CDFF4220002014000003,2014-01-27,,1,영업/정상,13,영업중,,,,,036-535-9150,,,전라북도 정읍시 수성동 525-1,전라북도 정읍시 중앙1길 1 (수성동),56161,CGV 3관,2020/12/24 17:54,U,2020/12/26 2:40,,186288.5333,230026.0421,영화상영관,,6,,,,5,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20140127,일반상업지역,1
2086,영화상영관,03_13_02_P,4690000,CDFF4220002014000004,2014-01-27,,1,영업/정상,13,영업중,,,,,063-535-9150,,,전라북도 정읍시 수성동 525-1,전라북도 정읍시 중앙1길 1 (수성동),56161,CGV 4관,2021/04/29 9:09,U,2021/05/01 2:40,,186288.5333,230026.0421,영화상영관,,6,,,,5,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20140127,일반상업지역,1
2087,영화상영관,03_13_02_P,4810000,CDFF4220002015000007,2015-02-03,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 웅천동 1720-3,전라남도 여수시 웅천로 19-35 (웅천동),59692,CGV여수웅천(제6관),2021/04/22 13:45,U,2021/04/24 2:40,,262077.5781,139123.0121,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20150203,,1
2088,영화상영관,03_13_02_P,4810000,CDFF4220002000000003,2000-01-03,,1,영업/정상,13,영업중,,,,,,,560-822,전라북도 전주시 완산구 서신동 965-3번지 대우대창 103-306,,,시청각 교육 영화사,2004/09/03 17:19,I,2018/08/31 23:59,,210611.1248,259411.9551,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20000103,,1
2089,영화상영관,03_13_02_P,4800000,CDFF4220002005000004,2005-01-18,,1,영업/정상,13,영업중,,,,,284-2800,,,전라남도 목포시 상동 1129-6,전라남도 목포시 원형동로 53 (상동),58747,CGV목포평화광장4관,2021/04/28 9:03,U,2021/04/30 2:40,,148058.3144,144672.7938,영화상영관,영화상영관,8,기타,,,7,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20050118,상업지역,1
2090,영화상영관,03_13_02_P,4820000,CDFF4220002003000013,2003-12-16,,1,영업/정상,13,영업중,,,,,745-9155,,,전라남도 순천시 장천동 54-1,전라남도 순천시 장명로 22 (장천동),57956,씨제이 씨지브이 주식회사(순천4관),2021/05/04 13:59,U,2021/05/06 2:40,,244349.1614,161432.4873,영화상영관,영화상영관,8,기타,,,7,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20031216,일반상업지역,1
2091,영화상영관,03_13_02_P,4820000,CDFF4220002005000006,2005-12-28,,1,영업/정상,13,영업중,,,,,745-9155,,,전라남도 순천시 덕암동 151번지 701호,전라남도 순천시 충효로 15 (덕암동),57964,메가박스 6관,2019/03/20 10:53,U,2019/03/22 2:40,,246595.8194,160387.2854,영화상영관,영화상영관,11,기타,,,9,2,문화시설,1,,,,,,,,,,,,,,,,,,영화관,,20051228,일반상업지역,1
2092,영화상영관,03_13_02_P,4710000,CDFF4220002013000001,2013-08-21,,1,영업/정상,13,영업중,,,,,,,,전라북도 김제시 검산동 산 62-1 청소년 수련관 1층,"전라북도 김제시 도작로 224-32, 청소년 수련관 (검산동)",54368,지평선시네마 제1관,2022/07/04 18:56,U,2022/07/06 2:40,,190977.2943,257176.4579,영화상영관,,4,기타,,0,1,0,문화시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20130821,자연녹지지역,1
2093,영화상영관,03_13_02_P,4710000,CDFF4220002013000002,2013-08-22,,1,영업/정상,13,영업중,,,,,063-547-1501,,,전라북도 김제시 검산동 산 62-1 청소년수련관 1층,전라북도 김제시 도작로 224-32 (검산동),54368,지평선시네마 제2관,2022/07/04 18:56,U,2022/07/06 2:40,,190977.2943,257176.4579,영화상영관,,4,기타,,0,1,0,근린생활시설,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20130822,자연녹지지역,1
2094,영화상영관,03_13_02_P,4670000,CDFF4220002006000006,2006-12-15,,1,영업/정상,13,영업중,,,,,,,,전라북도 군산시 나운동 114-34,,,롯데시네마군산나운1관,2021/12/21 11:05,U,2021/12/23 2:40,,173292.8568,273527.9058,영화상영관,영화상영관,6,기타,,,5,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20061215,일반주거지역,1
2095,영화상영관,03_13_02_P,4670000,CDFF4220002006000007,2006-12-15,,1,영업/정상,13,영업중,,,,,,,,전라북도 군산시 나운동 114-34,,,롯데시네마군산나운2관,2021/12/21 11:05,U,2021/12/23 2:40,,173292.8568,273527.9058,영화상영관,영화상영관,6,기타,,,5,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20061215,일반주거지역,1
2096,영화상영관,03_13_02_P,4670000,CDFF4220002006000008,2006-12-15,,1,영업/정상,13,영업중,,,,,,,,전라북도 군산시 나운동 114-34,,,롯데시네마군산나운3관,2021/12/21 11:05,U,2021/12/23 2:40,,173292.8568,273527.9058,영화상영관,영화상영관,6,기타,,,5,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20061215,일반주거지역,1
2097,영화상영관,03_13_02_P,4670000,CDFF4220002006000009,2006-12-15,,1,영업/정상,13,영업중,,,,,,,,전라북도 군산시 나운동 114-34,,,롯데시네마군산나운4관,2021/12/21 11:05,U,2021/12/23 2:40,,173292.8568,273527.9058,영화상영관,영화상영관,6,기타,,,5,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20061215,일반주거지역,1
2098,영화상영관,03_13_02_P,4670000,CDFF4220002006000010,2006-12-15,,1,영업/정상,13,영업중,,,,,,,,전라북도 군산시 나운동 114-34,,,롯데시네마군산나운5관,2021/12/21 11:05,U,2021/12/23 2:40,,173292.8568,273527.9058,영화상영관,영화상영관,6,기타,,,5,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20061215,일반주거지역,1
2099,영화상영관,03_13_02_P,4670000,CDFF4220002006000011,2006-12-15,,1,영업/정상,13,영업중,,,,,,,,전라북도 군산시 나운동 114-34,,,롯데시네마군산나운6관,2021/12/21 11:05,U,2021/12/23 2:40,,173292.8568,273527.9058,영화상영관,영화상영관,6,기타,,,5,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20061215,일반주거지역,1
2100,영화상영관,03_13_02_P,4670000,CDFF4220002006000012,2006-12-15,,1,영업/정상,13,영업중,,,,,,,,전라북도 군산시 나운동 114-34,,,롯데시네마군산나운7관,2021/12/21 11:05,U,2021/12/23 2:40,,173292.8568,273527.9058,영화상영관,영화상영관,6,기타,,,5,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20061215,일반주거지역,1
2101,영화상영관,03_13_02_P,4670000,CDFF4220002018000001,2018-04-26,,1,영업/정상,13,영업중,,,,,1544-8855,,,전라북도 군산시 조촌동 450-21 롯데몰 군산점,"전라북도 군산시 조촌로 130, 롯데몰 군산점 (조촌동)",54072,롯데시네마 군산몰 1관,2021/12/21 11:05,U,2021/12/23 2:40,,176350.4825,275156.8818,영화상영관,,8,아파트지역,,,7,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20180426,일반상업지역,1
2102,영화상영관,03_13_02_P,4670000,CDFF4220002018000002,2018-04-26,,1,영업/정상,13,영업중,,,,,1544-8855,,,전라북도 군산시 조촌동 450-21 롯데몰 군산점,"전라북도 군산시 조촌로 130, 롯데몰 군산점 (조촌동)",54072,롯데시네마 군산몰 7관,2021/12/21 11:05,U,2021/12/23 2:40,,176350.4825,275156.8818,영화상영관,,8,아파트지역,,,7,1,문화시설,1.4,,,,,,,,,,,,,,,,,,영화관,,20180426,일반상업지역,1
2103,영화상영관,03_13_02_P,4760000,CDFF4220002016000001,2016-10-06,,1,영업/정상,13,영업중,,,,,063-643-9541,,,전라북도 임실군 성수면 도인리 689,전라북도 임실군 성수면 도인2길 50,55918,4D 영상관,2021/07/06 8:36,U,2021/07/08 2:40,,227218.8802,237034.8863,영화상영관,,1,기타,,0,1,0,기타,0,0,0,0,,,,,,,,,,,,0,,,영화관,,20161006,,1
2104,영화상영관,03_13_02_P,4720000,CDFF4220002014000001,2014-09-25,,1,영업/정상,13,영업중,,,,,063-263-9012,,,전라북도 완주군 봉동읍 둔산리 881,전라북도 완주군 봉동읍 둔산3로 94,55316,완주 휴(休) 시네마 2관,2022/07/19 16:40,U,2022/07/21 2:40,,211534.1064,273578.5795,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20140925,,1
